id,title,composer,style,key,transpose,groove,bpm,repeats
0305d180-2014-439b-9a32-f28e66234d8e,'Tain't What You Do (It's The Way That Cha Do It),"Sy Oliver, Trummy Young (1939)",Medium Swing,Bb,0,Jazz-Medium Swing,100,3
6906aa92-53f5-4321-85d4-cd459ac8870e,Ace In The Hole,"George Mitchell, James Dempsey, 1909",Medium Swing,F,0,Jazz-Medium Swing,100,3
41aaa0a4-8d11-4616-977f-27125d7dc9e5,After The Ball Is Over,Charles K Harris 1892,Medium Swing,F,0,Jazz-Medium Swing,100,3
3b8eff47-e797-452f-9dc0-f570989acdaa,After You've Gone 2 2,slow:VA-fast:solos(A)-all,Medium Swing,Bb,0,,0,0
4d7c73de-cbce-46c8-95db-2c3f691d3431,Aged And Mellow Blues,"Johnny Otis, Preston Love 1952",Medium Swing,Eb,0,Jazz-Medium Swing,100,3
dc370804-9dd2-4b9c-9883-2322fc56fd1d,Ain't Gonna Give Nobody None Of My Jelly Roll,"ABx2(tp,tb)-solos(AB)-vox-all",Medium Swing,Bb,0,,0,0
72d0b680-eed9-44b9-bd9a-b65e680105c1,Ain't Misbehavin' - tradjazz-ru 1,Fats Waller,Medium Swing,Eb,0,Jazz-Medium Swing,100,3
df137bdd-11e1-4a37-93a0-51828bf480fc,Ain't Misbehavin' rh Eb,Fats Waller,Medium Swing,Eb,0,,0,0
d101e8de-68fe-449a-a159-1894992fd836,Ain't She Sweet (Dixieland Tunes),"Milton Ager, Jack Yellen (1927)",Medium Up Swing,Eb,0,Jazz-Medium Swing,100,3
77d72f9d-abc7-4868-99ce-01299205746a,Ain't That A Grand And Glorious Feeling?,"Milton Ager, Jack Yellen (1927)",Medium Swing,Ab,0,Jazz-Medium Swing,100,3
7ee26a82-684e-4cf0-b9ac-fef5befa23ad,The Alabama Jubilee,"George Linus Cobb, Jack Yellen 1915",Medium Swing,Bb,0,Jazz-Medium Swing,175,3
6f7a68fa-b351-4a3b-a635-302266aca2e5,Alabamy Bound,"De Sylva, Green, Henderson (1924)",Medium Swing,Bb,0,Jazz-Medium Swing,100,3
7874b462-5733-4107-96a1-7d66a0b47496,Alcohoic Blues - tradjazz-ru,Albert von Tilzer-1919,Medium Swing,F,0,Jazz-Medium Swing,100,3
eb9860ab-848b-4709-a92f-57732c42191e,Alexander's Ragtime Band - tradjazz-ru 2,Irving Berlin,Medium Swing,F,0,Jazz-Medium Swing,100,3
e04cfb00-4730-4a49-af78-c8282d6467c6,Algiers Strut,1946,Medium Swing,F,0,,0,0
2226e3cf-78e3-4301-9f66-b3f05875f277,Alice Blue Gown,"Tierney, McCarthy 1919",Medium Swing,C,0,Jazz-Medium Swing,140,3
5f1abb29-4d8a-4f55-91db-e708bd7a2b34,All Alone By The Telephone,Irving Berlin 1924,Medium Swing,Eb,0,Jazz-Medium Swing,100,3
a1c62f9d-85ef-48d6-aa78-e893ab10314b,All By Myself In The Morning,Irving Berlin (1921),Medium Swing,Bb,0,Jazz-Medium Swing,100,3
f6b54e5b-242f-4934-ae4c-f70451c9c7b3,All I Do Is Dream Of You 1,"Brown, Freed 1934",Medium Swing,Bb,0,Jazz-Medium Swing,100,3
d7f2a3c0-f7ed-4253-8b65-ac65d330fc32,All Of Me - tradjazz-ru,Gerald Marks,Medium Swing,C,10,Jazz-Medium Swing,100,3
3061ad67-8185-4d1e-9f1b-882cb56c9353,All That I Ask Is Love,"Herbert Ingraham, Edgar Seldon, 1910",Ballad,F,0,Jazz-Ballad Swing,100,3
8152f516-2b8b-4118-8517-f36a0c361e13,All The World Is Waiting For The Sunrise,"Ernest Seitz, Eugene Lockhart, 1919",Medium Swing,C,0,Jazz-Medium Swing,100,3
2989ef8a-0317-4a79-a295-2468b4fbe040,Alligator Crawl,"Razaf, Davis, Waller (1937)",Medium Swing,C,0,Jazz-Medium Swing,100,3
a5f81d46-13c5-41ba-9abc-0effe2daa95a,Always (I'll Be Loving You),Irving Berlin 1925,Ballad,F,0,Jazz-Ballad Swing,60,3
2ea59717-4980-42a7-b275-094cc387f985,Am I Blue,"Harry Akst, Grant Drake (1929)",Medium Swing,F,0,Jazz-Medium Swing,100,3
11b44c29-b8cf-4278-9566-d2510f79b98c,Amapola - tradjazz-ru,Joseph LaCalle,Bolero,Bb,0,Latin-Cuba: Bolero,90,3
8eab31cd-b391-4375-ada0-7802f6915977,Amazing Grace 1,Rev. John Newton 1799,Hymn,Eb,0,Jazz-Medium Swing,100,3
